va	rva	size	module	source	symbol
0x14002E220	0x2E220	323	d3dapp	original/d3d/d3dapp.cpp	std::vector<unsigned char,std::allocator<unsigned char> >::_Resize_reallocate<std::_Value_init_tag>
0x14026F710	0x26F710	40	d3dapp	original/d3d/d3dapp.cpp	`std::vector<unsigned char,std::allocator<unsigned char> >::_Resize_reallocate<std::_Value_init_tag>'::`1'::catch$0
0x14002E370	0x2E370	1421	d3dapp	original/d3d/d3dapp.cpp	std::_Sort_unchecked<SpriteDraw *,<lambda_5b4adf6faf65c01d426ffae0d97f784a> >
0x14002E900	0x2E900	31	d3dapp	original/d3d/d3dapp.cpp	std::_Zero_range<unsigned char *>
0x14002E920	0x2E920	32	d3dapp	original/d3d/d3dapp.cpp	std::uninitialized_fill<std::_List_unchecked_iterator<std::_List_val<std::_List_simple_types<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,_Material *> > > > *,std::_List_unchecked_iterator<std::_List_val<std::_List_simple_types<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,_Material *> > > > >
0x14002E940	0x2E940	792	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::CD3DApplication
0x14026F740	0x26F740	16	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CD3DApplication'::`1'::dtor$0
0x14026F750	0x26F750	16	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CD3DApplication'::`1'::dtor$1
0x14026F760	0x26F760	16	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CD3DApplication'::`1'::dtor$2
0x14026F770	0x26F770	19	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CD3DApplication'::`1'::dtor$3
0x14026F7F0	0x26F7F0	16	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CD3DApplication'::`1'::dtor$12
0x14026F800	0x26F800	16	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CD3DApplication'::`1'::dtor$13
0x14026F790	0x26F790	19	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CD3DApplication'::`1'::dtor$4
0x14026F7B0	0x26F7B0	19	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CD3DApplication'::`1'::dtor$5
0x14026F7D0	0x26F7D0	19	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CD3DApplication'::`1'::dtor$6
0x14002EC60	0x2EC60	32	d3dapp	original/d3d/d3dapp.cpp	Vertex::Vertex
0x14002EC80	0x2EC80	4	d3dapp	original/d3d/d3dapp.cpp	_D3DLVERTEX::_D3DLVERTEX
0x14002EC90	0x2EC90	60	d3dapp	original/d3d/d3dapp.cpp	std::bad_alloc::bad_alloc
0x14002ECD0	0x2ECD0	60	d3dapp	original/d3d/d3dapp.cpp	std::bad_array_new_length::bad_array_new_length
0x14002ED10	0x2ED10	33	d3dapp	original/d3d/d3dapp.cpp	std::bad_array_new_length::bad_array_new_length
0x14002ED40	0x2ED40	60	d3dapp	original/d3d/d3dapp.cpp	std::bad_optional_access::bad_optional_access
0x14002ED80	0x2ED80	50	d3dapp	original/d3d/d3dapp.cpp	std::exception::exception
0x14002EDC0	0x2EDC0	77	d3dapp	original/d3d/d3dapp.cpp	std::future_error::future_error
0x14002EE10	0x2EE10	100	d3dapp	original/d3d/d3dapp.cpp	std::future_error::future_error
0x14002EE80	0x2EE80	60	d3dapp	original/d3d/d3dapp.cpp	std::logic_error::logic_error
0x14002EEC0	0x2EEC0	60	d3dapp	original/d3d/d3dapp.cpp	std::out_of_range::out_of_range
0x14002EF00	0x2EF00	71	d3dapp	original/d3d/d3dapp.cpp	std::out_of_range::out_of_range
0x14002EF50	0x2EF50	24	d3dapp	original/d3d/d3dapp.cpp	ATL::CComPtr<IDxcBlob>::~CComPtr<IDxcBlob>
0x14002EF70	0x2EF70	24	d3dapp	original/d3d/d3dapp.cpp	ATL::CComPtr<IDxcBlobEncoding>::~CComPtr<IDxcBlobEncoding>
0x14002EF90	0x2EF90	24	d3dapp	original/d3d/d3dapp.cpp	ATL::CComPtr<IDxcBlobUtf8>::~CComPtr<IDxcBlobUtf8>
0x14002EFB0	0x2EFB0	24	d3dapp	original/d3d/d3dapp.cpp	ATL::CComPtr<IDxcCompiler3>::~CComPtr<IDxcCompiler3>
0x14002EFD0	0x2EFD0	24	d3dapp	original/d3d/d3dapp.cpp	ATL::CComPtr<IDxcIncludeHandler>::~CComPtr<IDxcIncludeHandler>
0x14002EFF0	0x2EFF0	24	d3dapp	original/d3d/d3dapp.cpp	ATL::CComPtr<IDxcResult>::~CComPtr<IDxcResult>
0x14002F010	0x2F010	24	d3dapp	original/d3d/d3dapp.cpp	ATL::CComPtr<IDxcUtils>::~CComPtr<IDxcUtils>
0x14002F030	0x2F030	34	d3dapp	original/d3d/d3dapp.cpp	Microsoft::WRL::ComPtr<ABI::Windows::Foundation::IEventHandler<IInspectable *> >::~ComPtr<ABI::Windows::Foundation::IEventHandler<IInspectable *> >
0x14002F060	0x2F060	34	d3dapp	original/d3d/d3dapp.cpp	Microsoft::WRL::ComPtr<IDXGIAdapter1>::~ComPtr<IDXGIAdapter1>
0x14002F090	0x2F090	34	d3dapp	original/d3d/d3dapp.cpp	Microsoft::WRL::ComPtr<IDxcBlob>::~ComPtr<IDxcBlob>
0x14002F0C0	0x2F0C0	34	d3dapp	original/d3d/d3dapp.cpp	Microsoft::WRL::ComPtr<IDxcBlobEncoding>::~ComPtr<IDxcBlobEncoding>
0x14002F0F0	0x2F0F0	34	d3dapp	original/d3d/d3dapp.cpp	Microsoft::WRL::ComPtr<IDxcBlobUtf8>::~ComPtr<IDxcBlobUtf8>
0x14002F120	0x2F120	34	d3dapp	original/d3d/d3dapp.cpp	Microsoft::WRL::ComPtr<IDxcCompiler3>::~ComPtr<IDxcCompiler3>
0x14002F150	0x2F150	34	d3dapp	original/d3d/d3dapp.cpp	Microsoft::WRL::ComPtr<IDxcIncludeHandler>::~ComPtr<IDxcIncludeHandler>
0x14002F180	0x2F180	34	d3dapp	original/d3d/d3dapp.cpp	Microsoft::WRL::ComPtr<IDxcResult>::~ComPtr<IDxcResult>
0x14002F1B0	0x2F1B0	34	d3dapp	original/d3d/d3dapp.cpp	Microsoft::WRL::ComPtr<IDxcUtils>::~ComPtr<IDxcUtils>
0x14002F1E0	0x2F1E0	34	d3dapp	original/d3d/d3dapp.cpp	Microsoft::WRL::ComPtr<IUnknown>::~ComPtr<IUnknown>
0x14002F210	0x2F210	8	d3dapp	original/d3d/d3dapp.cpp	Microsoft::WRL::Details::RuntimeClassImpl<Microsoft::WRL::RuntimeClassFlags<2>,1,0,1,ABI::Windows::Foundation::IEventHandler<IInspectable *> >::~RuntimeClassImpl<Microsoft::WRL::RuntimeClassFlags<2>,1,0,1,ABI::Windows::Foundation::IEventHandler<IInspectable *> >
0x14002F220	0x2F220	101	d3dapp	original/d3d/d3dapp.cpp	std::_Hash<std::_Umap_traits<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,_Material *,std::_Uhash_compare<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::hash<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::equal_to<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,_Material *> >,0> >::~_Hash<std::_Umap_traits<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,_Material *,std::_Uhash_compare<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::hash<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::equal_to<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,_Material *> >,0> >
0x14002F290	0x2F290	91	d3dapp	original/d3d/d3dapp.cpp	std::_Hash_vec<std::allocator<std::_List_unchecked_iterator<std::_List_val<std::_List_simple_types<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,_Material *> > > > > >::~_Hash_vec<std::allocator<std::_List_unchecked_iterator<std::_List_val<std::_List_simple_types<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,_Material *> > > > > >
0x14002F2F0	0x2F2F0	59	d3dapp	original/d3d/d3dapp.cpp	std::future<void>::~future<void>
0x14002F330	0x2F330	182	d3dapp	original/d3d/d3dapp.cpp	std::list<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,_Material *>,std::allocator<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,_Material *> > >::~list<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,_Material *>,std::allocator<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,_Material *> > >
0x14002F3F0	0x2F3F0	42	d3dapp	original/d3d/d3dapp.cpp	std::map<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,_Material *,std::less<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::allocator<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,_Material *> > >::~map<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,_Material *,std::less<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::allocator<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,_Material *> > >
0x14002F420	0x2F420	20	d3dapp	original/d3d/d3dapp.cpp	std::unique_ptr<DirectX::DX12::CommonStates,std::default_delete<DirectX::DX12::CommonStates> >::~unique_ptr<DirectX::DX12::CommonStates,std::default_delete<DirectX::DX12::CommonStates> >
0x14002F440	0x2F440	46	d3dapp	original/d3d/d3dapp.cpp	std::unique_ptr<D3DTransparencyPass,std::default_delete<D3DTransparencyPass> >::~unique_ptr<D3DTransparencyPass,std::default_delete<D3DTransparencyPass> >
0x14002F470	0x2F470	46	d3dapp	original/d3d/d3dapp.cpp	std::unique_ptr<FontAtlas,std::default_delete<FontAtlas> >::~unique_ptr<FontAtlas,std::default_delete<FontAtlas> >
0x14002F4A0	0x2F4A0	20	d3dapp	original/d3d/d3dapp.cpp	std::unique_ptr<DirectX::DX12::SpriteBatch,std::default_delete<DirectX::DX12::SpriteBatch> >::~unique_ptr<DirectX::DX12::SpriteBatch,std::default_delete<DirectX::DX12::SpriteBatch> >
0x14002F4C0	0x2F4C0	5	d3dapp	original/d3d/d3dapp.cpp	std::unordered_map<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,_Material *,std::hash<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::equal_to<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::allocator<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,_Material *> > >::~unordered_map<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,_Material *,std::hash<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::equal_to<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::allocator<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,_Material *> > >
0x14002F4D0	0x2F4D0	91	d3dapp	original/d3d/d3dapp.cpp	std::vector<wchar_t const *,std::allocator<wchar_t const *> >::~vector<wchar_t const *,std::allocator<wchar_t const *> >
0x14002F530	0x2F530	118	d3dapp	original/d3d/d3dapp.cpp	std::vector<SpriteDraw,std::allocator<SpriteDraw> >::~vector<SpriteDraw,std::allocator<SpriteDraw> >
0x14002F5B0	0x2F5B0	118	d3dapp	original/d3d/d3dapp.cpp	std::vector<Vertex,std::allocator<Vertex> >::~vector<Vertex,std::allocator<Vertex> >
0x14002F630	0x2F630	533	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::~CD3DApplication
0x14002F850	0x2F850	450	d3dapp	original/d3d/d3dapp.cpp	D3DTransparencyPass::~D3DTransparencyPass
0x14002FA20	0x2FA20	34	d3dapp	original/d3d/d3dapp.cpp	DirectX::DescriptorHeap::~DescriptorHeap
0x14002FA50	0x2FA50	523	d3dapp	original/d3d/d3dapp.cpp	FontAtlas::~FontAtlas
0x14002FC60	0x2FC60	19	d3dapp	original/d3d/d3dapp.cpp	std::bad_alloc::~bad_alloc
0x14002FC80	0x2FC80	19	d3dapp	original/d3d/d3dapp.cpp	std::bad_array_new_length::~bad_array_new_length
0x14002FCA0	0x2FCA0	19	d3dapp	original/d3d/d3dapp.cpp	std::bad_optional_access::~bad_optional_access
0x14002FCC0	0x2FCC0	3	d3dapp	original/d3d/d3dapp.cpp	std::error_category::~error_category
0x14002FCD0	0x2FCD0	19	d3dapp	original/d3d/d3dapp.cpp	std::exception::~exception
0x14002FCF0	0x2FCF0	19	d3dapp	original/d3d/d3dapp.cpp	std::future_error::~future_error
0x14002FD10	0x2FD10	19	d3dapp	original/d3d/d3dapp.cpp	std::out_of_range::~out_of_range
0x14002FD30	0x2FD30	153	d3dapp	original/d3d/d3dapp.cpp	Microsoft::WRL::ComPtr<IUnknown>::`vector deleting destructor'
0x14002FDD0	0x2FDD0	40	d3dapp	original/d3d/d3dapp.cpp	Microsoft::WRL::Details::DelegateArgTraits<long (__cdecl ABI::Windows::Foundation::IEventHandler_impl<IInspectable *>::*)(IInspectable *,IInspectable *)>::DelegateInvokeHelper<ABI::Windows::Foundation::IEventHandler<IInspectable *>,<lambda_4f71b6447fa15199118d91075b9a45ed>,1,IInspectable *,IInspectable *>::`scalar deleting destructor'
0x14002FE00	0x2FE00	40	d3dapp	original/d3d/d3dapp.cpp	Microsoft::WRL::Details::DelegateArgTraits<long (__cdecl ABI::Windows::Foundation::IEventHandler_impl<IInspectable *>::*)(IInspectable *,IInspectable *)>::DelegateInvokeHelper<ABI::Windows::Foundation::IEventHandler<IInspectable *>,<lambda_675d0a2d57fd62d4f0e34fd501361d84>,1,IInspectable *,IInspectable *>::`scalar deleting destructor'
0x14002FE30	0x2FE30	40	d3dapp	original/d3d/d3dapp.cpp	Microsoft::WRL::RuntimeClass<Microsoft::WRL::RuntimeClassFlags<2>,ABI::Windows::Foundation::IEventHandler<IInspectable *> >::`scalar deleting destructor'
0x14002FE60	0x2FE60	33	d3dapp	original/d3d/d3dapp.cpp	std::_Future_error_category2::`scalar deleting destructor'
0x14002FE90	0x2FE90	66	d3dapp	original/d3d/d3dapp.cpp	std::bad_alloc::`scalar deleting destructor'
0x14002FEE0	0x2FEE0	66	d3dapp	original/d3d/d3dapp.cpp	std::bad_array_new_length::`scalar deleting destructor'
0x14002FF30	0x2FF30	66	d3dapp	original/d3d/d3dapp.cpp	std::bad_optional_access::`scalar deleting destructor'
0x14002FF80	0x2FF80	66	d3dapp	original/d3d/d3dapp.cpp	std::exception::`scalar deleting destructor'
0x14002FFD0	0x2FFD0	66	d3dapp	original/d3d/d3dapp.cpp	std::future_error::`scalar deleting destructor'
0x140030020	0x30020	66	d3dapp	original/d3d/d3dapp.cpp	std::logic_error::`scalar deleting destructor'
0x140030070	0x30070	66	d3dapp	original/d3d/d3dapp.cpp	std::out_of_range::`scalar deleting destructor'
0x1400300C0	0x300C0	72	d3dapp	original/d3d/d3dapp.cpp	`vector constructor iterator'
0x140001000	0x1000	28	d3dapp	original/d3d/d3dapp.cpp	`dynamic initializer for 'gQueryResult''
0x140001020	0x1020	25	d3dapp	original/d3d/d3dapp.cpp	`dynamic initializer for 'gSecondsPerFrame''
0x140001040	0x1040	12	d3dapp	original/d3d/d3dapp.cpp	`dynamic initializer for 'g_gameBarStatics''
0x140279740	0x279740	97	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::RenderMenuTexture'::`2'::`dynamic atexit destructor for 'data''
0x1402797B0	0x2797B0	39	d3dapp	original/d3d/d3dapp.cpp	`dynamic atexit destructor for 'g_gameBarStatics''
0x140030110	0x30110	45	d3dapp	original/d3d/d3dapp.cpp	Microsoft::WRL::Details::RuntimeClassImpl<Microsoft::WRL::RuntimeClassFlags<2>,1,0,1,ABI::Windows::Foundation::IEventHandler<IInspectable *> >::AddRef
0x140030140	0x30140	119	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::CapFrameRate
0x1400301C0	0x301C0	440	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::Change3DEnvironment
0x140030380	0x30380	67	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::CheckGameBarInput
0x1400303D0	0x303D0	72	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::CheckGameBarVisibility
0x140030420	0x30420	97	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::Cleanup3DEnvironment
0x140030490	0x30490	266	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::ConvertMatrixToDXMatrix
0x1400305A0	0x305A0	29	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::ConvertWindowSettingToFlags
0x1400305C0	0x305C0	1623	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::Create
0x14026F810	0x26F810	29	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::Create'::`1'::dtor$0
0x14026F830	0x26F830	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::Create'::`1'::dtor$2
0x14026F840	0x26F840	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::Create'::`1'::dtor$3
0x14026F850	0x26F850	29	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::Create'::`1'::dtor$19
0x140030C20	0x30C20	169	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::CreateFence
0x140030CD0	0x30CD0	2313	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::CreateLevelPipelineStateObject
0x14026F870	0x26F870	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreateLevelPipelineStateObject'::`1'::dtor$0
0x14026F880	0x26F880	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreateLevelPipelineStateObject'::`1'::dtor$1
0x14026F890	0x26F890	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreateLevelPipelineStateObject'::`1'::dtor$2
0x14026F8A0	0x26F8A0	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreateLevelPipelineStateObject'::`1'::dtor$3
0x14026F8B0	0x26F8B0	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreateLevelPipelineStateObject'::`1'::dtor$4
0x14026F8C0	0x26F8C0	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreateLevelPipelineStateObject'::`1'::dtor$5
0x14026F8D0	0x26F8D0	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreateLevelPipelineStateObject'::`1'::dtor$6
0x14026F8E0	0x26F8E0	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreateLevelPipelineStateObject'::`1'::dtor$7
0x14026F8F0	0x26F8F0	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreateLevelPipelineStateObject'::`1'::dtor$8
0x14026F900	0x26F900	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreateLevelPipelineStateObject'::`1'::dtor$9
0x1400315E0	0x315E0	2789	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::CreatePipelineStateObject
0x14026F910	0x26F910	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreatePipelineStateObject'::`1'::dtor$0
0x14026F920	0x26F920	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreatePipelineStateObject'::`1'::dtor$1
0x14026F930	0x26F930	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreatePipelineStateObject'::`1'::dtor$2
0x14026F940	0x26F940	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreatePipelineStateObject'::`1'::dtor$3
0x14026F950	0x26F950	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreatePipelineStateObject'::`1'::dtor$4
0x14026F960	0x26F960	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreatePipelineStateObject'::`1'::dtor$5
0x14026F970	0x26F970	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreatePipelineStateObject'::`1'::dtor$6
0x14026F980	0x26F980	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreatePipelineStateObject'::`1'::dtor$7
0x14026F990	0x26F990	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreatePipelineStateObject'::`1'::dtor$8
0x1400320D0	0x320D0	228	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::CreateSRVHeap
0x1400321C0	0x321C0	2616	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::CreateTransparentPipelineStateObject
0x14026F9A0	0x26F9A0	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreateTransparentPipelineStateObject'::`1'::dtor$0
0x14026F9B0	0x26F9B0	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreateTransparentPipelineStateObject'::`1'::dtor$1
0x14026F9C0	0x26F9C0	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreateTransparentPipelineStateObject'::`1'::dtor$2
0x14026F9D0	0x26F9D0	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreateTransparentPipelineStateObject'::`1'::dtor$3
0x14026F9E0	0x26F9E0	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreateTransparentPipelineStateObject'::`1'::dtor$4
0x14026F9F0	0x26F9F0	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreateTransparentPipelineStateObject'::`1'::dtor$5
0x14026FA00	0x26FA00	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreateTransparentPipelineStateObject'::`1'::dtor$6
0x14026FA10	0x26FA10	12	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::CreateTransparentPipelineStateObject'::`1'::dtor$7
0x140032C00	0x32C00	3	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::DeleteDeviceObjects
0x140032C10	0x32C10	233	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::DestroyD3D12Objects
0x140032D00	0x32D00	608	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::DisplayFrameworkError
0x140032F60	0x32F60	1535	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::DrawLevel
0x140033560	0x33560	1446	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::DrawLevelTransparent
0x140033B10	0x33B10	1422	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::DrawLevelTransparentGlass
0x1400340A0	0x340A0	89	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::DrawTexture
0x140034100	0x34100	175	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::ERRTRACE
0x1400341B0	0x341B0	1072	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::EndRender
0x1400345E0	0x345E0	3	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::FinalCleanup
0x1400345F0	0x345F0	205	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::FrameBegin
0x1400346C0	0x346C0	2250	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::FrameEnd
0x140034F90	0x34F90	259	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::GetRegistryBinary
0x1400350A0	0x350A0	155	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::GetRegistryDWord
0x140035140	0x35140	149	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::GetRegistryString
0x1400351E0	0x351E0	3709	d3dapp	original/d3d/d3dapp.cpp	CD3DApplication::InitD3D12Framework
0x14026FA20	0x26FA20	29	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::InitD3D12Framework'::`1'::dtor$0
0x14026FA60	0x26FA60	29	d3dapp	original/d3d/d3dapp.cpp	`CD3DApplication::InitD3D12Framework'::`1'::dtor$6
